from,to,Freq,weight,from_name,from_Class,from_Gender,from_degree,from_Eigen,from_betweenness,to_name,to_Class,to_Gender,to_degree,to_Eigen,to_betweenness
36,119,1,1,1502,5A,F,73,0.06327531244670785,152.45002770262442,1704,2B,M,95,0.17556311368167601,142.5181211361056
49,119,3,3,1533,4A,M,96,0.1042430343200217,92.24789152027047,1704,2B,M,95,0.17556311368167601,142.5181211361056
56,119,1,1,1551,3B,M,134,0.059722436654595375,645.7707111093797,1704,2B,M,95,0.17556311368167601,142.5181211361056
57,119,1,1,1552,3B,F,123,0.07256523480409821,495.651518180023,1704,2B,M,95,0.17556311368167601,142.5181211361056
63,119,6,6,1564,3B,M,78,0.0370279287679567,101.28888023125393,1704,2B,M,95,0.17556311368167601,142.5181211361056
64,119,1,1,1567,3B,M,86,0.046644467582306406,107.05098042926568,1704,2B,M,95,0.17556311368167601,142.5181211361056
66,119,4,4,1572,3B,F,106,0.0701025680648404,311.37819578053336,1704,2B,M,95,0.17556311368167601,142.5181211361056
69,119,5,5,1579,3B,M,122,0.08345497552058628,405.1225472328129,1704,2B,M,95,0.17556311368167601,142.5181211361056
73,119,1,1,1594,3B,M,97,0.051675604643930145,137.21091047010074,1704,2B,M,95,0.17556311368167601,142.5181211361056
79,119,6,6,1613,2A,M,111,0.22536143881316556,310.6283815348961,1704,2B,M,95,0.17556311368167601,142.5181211361056
81,119,4,4,1617,2A,F,72,0.07747416992326152,112.49279966880955,1704,2B,M,95,0.17556311368167601,142.5181211361056
83,119,9,9,1625,2A,M,104,0.1335711957094993,212.0000185269649,1704,2B,M,95,0.17556311368167601,142.5181211361056
84,119,18,18,1628,2A,M,111,0.15598238383988897,232.93041219494623,1704,2B,M,95,0.17556311368167601,142.5181211361056
88,119,1,1,1641,2A,F,58,0.06681083959629078,34.92940954628816,1704,2B,M,95,0.17556311368167601,142.5181211361056
89,119,2,2,1643,2A,F,53,0.032752578015833284,22.19711492334034,1704,2B,M,95,0.17556311368167601,142.5181211361056
91,119,1,1,1648,2A,F,70,0.07449019561281459,57.559654172834605,1704,2B,M,95,0.17556311368167601,142.5181211361056
93,119,25,25,1650,Teachers,NA,54,0.046996643316481554,102.50869000369973,1704,2B,M,95,0.17556311368167601,142.5181211361056
96,119,1,1,1661,1B,F,33,0.4309187332174842,7.319093076255186,1704,2B,M,95,0.17556311368167601,142.5181211361056
99,119,82,82,1665,1B,M,123,1,390.9779572941824,1704,2B,M,95,0.17556311368167601,142.5181211361056
100,119,1,1,1666,1B,M,110,0.8683659036275774,258.46411408825924,1704,2B,M,95,0.17556311368167601,142.5181211361056
102,119,1,1,1670,1B,F,57,0.24988527197188584,118.24429072265433,1704,2B,M,95,0.17556311368167601,142.5181211361056
103,119,1,1,1673,1B,M,124,0.44741676210380227,326.48456339800236,1704,2B,M,95,0.17556311368167601,142.5181211361056
105,119,33,33,1675,1B,F,104,0.6461281486493063,259.4131364048328,1704,2B,M,95,0.17556311368167601,142.5181211361056
109,119,5,5,1684,1B,F,103,0.5260417045339579,209.511159739794,1704,2B,M,95,0.17556311368167601,142.5181211361056
112,119,2,2,1688,1B,M,86,0.5927744264077557,202.23035694961337,1704,2B,M,95,0.17556311368167601,142.5181211361056
113,119,2,2,1695,1B,F,103,0.881131114999208,174.154962055212,1704,2B,M,95,0.17556311368167601,142.5181211361056
114,119,2,2,1696,1B,F,79,0.4229833885480108,145.53399436579048,1704,2B,M,95,0.17556311368167601,142.5181211361056
115,119,3,3,1697,1B,M,116,0.9040034878035931,193.2803707974795,1704,2B,M,95,0.17556311368167601,142.5181211361056
116,119,2,2,1698,1B,M,99,0.8963007687375386,351.0608082846177,1704,2B,M,95,0.17556311368167601,142.5181211361056
117,119,3,3,1700,3B,F,121,0.09346166615076677,265.44212736971156,1704,2B,M,95,0.17556311368167601,142.5181211361056
118,119,38,38,1702,2B,F,58,0.09294792912842219,106.2881889547248,1704,2B,M,95,0.17556311368167601,142.5181211361056
1,120,3,3,1426,5B,M,83,0.043271465401921116,55.57971399423536,1705,4A,M,68,0.05371808442132857,74.23135581473039
3,120,3,3,1428,5B,M,82,0.030724865519447416,61.880057653283544,1705,4A,M,68,0.05371808442132857,74.23135581473039
9,120,1,1,1437,5B,F,95,0.1397362174672802,154.2793403471961,1705,4A,M,68,0.05371808442132857,74.23135581473039
10,120,65,65,1439,5B,M,76,0.03155352317282955,52.729191264290655,1705,4A,M,68,0.05371808442132857,74.23135581473039
12,120,11,11,1443,5B,F,96,0.04913317503857255,200.48925709830635,1705,4A,M,68,0.05371808442132857,74.23135581473039
17,120,1,1,1458,5A,M,98,0.07271372694951257,296.1147694373235,1705,4A,M,68,0.05371808442132857,74.23135581473039
20,120,4,4,1465,5B,F,61,0.03739761545844901,355.55180636212145,1705,4A,M,68,0.05371808442132857,74.23135581473039
21,120,1,1,1468,5A,M,84,0.045921799158919335,304.61054774228086,1705,4A,M,68,0.05371808442132857,74.23135581473039
24,120,1,1,1477,5A,M,98,0.04200824872595394,401.5998716488731,1705,4A,M,68,0.05371808442132857,74.23135581473039
26,120,11,11,1480,5B,F,95,0.04261120816502878,300.2829992701474,1705,4A,M,68,0.05371808442132857,74.23135581473039
31,120,1,1,1493,5A,F,83,0.04982195933100268,195.36562515234107,1705,4A,M,68,0.05371808442132857,74.23135581473039
34,120,58,58,1500,4A,M,82,0.04566228808724654,141.63111132367067,1705,4A,M,68,0.05371808442132857,74.23135581473039
36,120,1,1,1502,5A,F,73,0.06327531244670785,152.45002770262442,1705,4A,M,68,0.05371808442132857,74.23135581473039
37,120,29,29,1503,4A,F,93,0.06624947554667325,294.29944501487057,1705,4A,M,68,0.05371808442132857,74.23135581473039
38,120,75,75,1504,4A,F,33,0.02039961161989903,26.956631318515075,1705,4A,M,68,0.05371808442132857,74.23135581473039
41,120,4,4,1519,4A,F,41,0.013214875079206873,54.228625808675844,1705,4A,M,68,0.05371808442132857,74.23135581473039
42,120,1,1,1520,5A,F,72,0.03827999135529845,125.82586060572922,1705,4A,M,68,0.05371808442132857,74.23135581473039
45,120,7,7,1524,4A,F,23,0.013621465346896308,0.40298695336807866,1705,4A,M,68,0.05371808442132857,74.23135581473039
46,120,8,8,1525,4A,M,47,0.01921419426828667,70.09997757701038,1705,4A,M,68,0.05371808442132857,74.23135581473039
47,120,133,133,1528,4A,M,49,0.0300159061442177,26.52988149291577,1705,4A,M,68,0.05371808442132857,74.23135581473039
48,120,6,6,1532,4A,M,92,0.06770461667226976,138.71523581466056,1705,4A,M,68,0.05371808442132857,74.23135581473039
49,120,14,14,1533,4A,M,96,0.1042430343200217,92.24789152027047,1705,4A,M,68,0.05371808442132857,74.23135581473039
50,120,29,29,1538,4A,F,26,0.01634313821030782,0,1705,4A,M,68,0.05371808442132857,74.23135581473039
51,120,71,71,1539,4A,F,46,0.02549099445994417,13.600227656641579,1705,4A,M,68,0.05371808442132857,74.23135581473039
52,120,193,193,1545,4A,M,55,0.06524617744415336,37.34039159687055,1705,4A,M,68,0.05371808442132857,74.23135581473039
53,120,13,13,1546,4A,F,59,0.03575087612780216,46.69774297588602,1705,4A,M,68,0.05371808442132857,74.23135581473039
54,120,54,54,1548,4A,M,79,0.052776232332947724,196.51988175169737,1705,4A,M,68,0.05371808442132857,74.23135581473039
55,120,15,15,1549,4A,M,70,0.0445662576830726,66.658286666497375,1705,4A,M,68,0.05371808442132857,74.23135581473039
56,120,5,5,1551,3B,M,134,0.059722436654595375,645.7707111093797,1705,4A,M,68,0.05371808442132857,74.23135581473039
59,120,25,25,1558,3B,M,101,0.09381697911067091,242.1827791773062,1705,4A,M,68,0.05371808442132857,74.23135581473039
60,120,4,4,1560,3B,F,100,0.05666446207074645,254.78872325699868,1705,4A,M,68,0.05371808442132857,74.23135581473039
62,120,2,2,1563,5B,F,97,0.1290713347535413,259.0272039463917,1705,4A,M,68,0.05371808442132857,74.23135581473039
64,120,10,10,1567,3B,M,86,0.046644467582306406,107.05098042926568,1705,4A,M,68,0.05371808442132857,74.23135581473039
66,120,2,2,1572,3B,F,106,0.0701025680648404,311.37819578053336,1705,4A,M,68,0.05371808442132857,74.23135581473039
69,120,4,4,1579,3B,M,122,0.08345497552058628,405.1225472328129,1705,4A,M,68,0.05371808442132857,74.23135581473039
82,120,3,3,1618,4A,NA,34,0.013977567256128455,26.81590610869044,1705,4A,M,68,0.05371808442132857,74.23135581473039
84,120,1,1,1628,2A,M,111,0.15598238383988897,232.93041219494623,1705,4A,M,68,0.05371808442132857,74.23135581473039
94,120,14,14,1653,Teachers,NA,46,0.022849994566612863,61.92572404403286,1705,4A,M,68,0.05371808442132857,74.23135581473039
99,120,1,1,1665,1B,M,123,1,390.9779572941824,1705,4A,M,68,0.05371808442132857,74.23135581473039
103,120,1,1,1673,1B,M,124,0.44741676210380227,326.48456339800236,1705,4A,M,68,0.05371808442132857,74.23135581473039
105,120,1,1,1675,1B,F,104,0.6461281486493063,259.4131364048328,1705,4A,M,68,0.05371808442132857,74.23135581473039
109,120,5,5,1684,1B,F,103,0.5260417045339579,209.511159739794,1705,4A,M,68,0.05371808442132857,74.23135581473039
114,120,1,1,1696,1B,F,79,0.4229833885480108,145.53399436579048,1705,4A,M,68,0.05371808442132857,74.23135581473039
115,120,1,1,1697,1B,M,116,0.9040034878035931,193.2803707974795,1705,4A,M,68,0.05371808442132857,74.23135581473039
116,120,21,21,1698,1B,M,99,0.8963007687375386,351.0608082846177,1705,4A,M,68,0.05371808442132857,74.23135581473039
117,120,1,1,1700,3B,F,121,0.09346166615076677,265.44212736971156,1705,4A,M,68,0.05371808442132857,74.23135581473039
34,121,1,1,1500,4A,M,82,0.04566228808724654,141.63111132367067,1706,2B,F,33,0.12166382612862518,11.072773024673808
37,121,1,1,1503,4A,F,93,0.06624947554667325,294.29944501487057,1706,2B,F,33,0.12166382612862518,11.072773024673808
41,121,1,1,1519,4A,F,41,0.013214875079206873,54.228625808675844,1706,2B,F,33,0.12166382612862518,11.072773024673808
54,121,1,1,1548,4A,M,79,0.052776232332947724,196.51988175169737,1706,2B,F,33,0.12166382612862518,11.072773024673808
56,121,1,1,1551,3B,M,134,0.059722436654595375,645.7707111093797,1706,2B,F,33,0.12166382612862518,11.072773024673808
93,121,25,25,1650,Teachers,NA,54,0.046996643316481554,102.50869000369973,1706,2B,F,33,0.12166382612862518,11.072773024673808
114,121,1,1,1696,1B,F,79,0.4229833885480108,145.53399436579048,1706,2B,F,33,0.12166382612862518,11.072773024673808
118,121,24,24,1702,2B,F,58,0.09294792912842219,106.2881889547248,1706,2B,F,33,0.12166382612862518,11.072773024673808
119,121,2,2,1704,2B,M,95,0.17556311368167601,142.5181211361056,1706,2B,F,33,0.12166382612862518,11.072773024673808
2,122,1,1,1427,5B,F,47,0.022644310980042968,60.74398589440715,1707,3B,M,68,0.05311894654610853,139.67079324602764
5,122,2,2,1430,5B,M,37,0.0043821795464104914,21.087889708506683,1707,3B,M,68,0.05311894654610853,139.67079324602764
26,122,1,1,1480,5B,F,95,0.04261120816502878,300.2829992701474,1707,3B,M,68,0.05311894654610853,139.67079324602764
56,122,70,70,1551,3B,M,134,0.059722436654595375,645.7707111093797,1707,3B,M,68,0.05311894654610853,139.67079324602764
57,122,9,9,1552,3B,F,123,0.07256523480409821,495.651518180023,1707,3B,M,68,0.05311894654610853,139.67079324602764
58,122,23,23,1555,3B,F,68,0.05514770297994928,134.8556107441021,1707,3B,M,68,0.05311894654610853,139.67079324602764
59,122,34,34,1558,3B,M,101,0.09381697911067091,242.1827791773062,1707,3B,M,68,0.05311894654610853,139.67079324602764
60,122,26,26,1560,3B,F,100,0.05666446207074645,254.78872325699868,1707,3B,M,68,0.05311894654610853,139.67079324602764
61,122,155,155,1562,3B,F,58,0.039161520671399754,92.84882391364047,1707,3B,M,68,0.05311894654610853,139.67079324602764
63,122,34,34,1564,3B,M,78,0.0370279287679567,101.28888023125393,1707,3B,M,68,0.05311894654610853,139.67079324602764
64,122,76,76,1567,3B,M,86,0.046644467582306406,107.05098042926568,1707,3B,M,68,0.05311894654610853,139.67079324602764
65,122,9,9,1570,3B,F,51,0.021211102108337,57.73702723910333,1707,3B,M,68,0.05311894654610853,139.67079324602764
66,122,1,1,1572,3B,F,106,0.0701025680648404,311.37819578053336,1707,3B,M,68,0.05311894654610853,139.67079324602764
67,122,285,285,1574,3B,F,63,0.056815369244679594,139.6050567464097,1707,3B,M,68,0.05311894654610853,139.67079324602764
69,122,107,107,1579,3B,M,122,0.08345497552058628,405.1225472328129,1707,3B,M,68,0.05311894654610853,139.67079324602764
70,122,19,19,1580,3B,M,44,0.03841290115936279,59.66680346831521,1707,3B,M,68,0.05311894654610853,139.67079324602764
73,122,57,57,1594,3B,M,97,0.051675604643930145,137.21091047010074,1707,3B,M,68,0.05311894654610853,139.67079324602764
79,122,1,1,1613,2A,M,111,0.22536143881316556,310.6283815348961,1707,3B,M,68,0.05311894654610853,139.67079324602764
85,122,1,1,1630,4B,M,63,0.004902522462070589,248.1196774248347,1707,3B,M,68,0.05311894654610853,139.67079324602764
90,122,1,1,1647,2A,M,36,0.04253354888356889,4.535474604739116,1707,3B,M,68,0.05311894654610853,139.67079324602764
101,122,1,1,1668,Teachers,NA,49,0.017888800084453226,41.23363517632067,1707,3B,M,68,0.05311894654610853,139.67079324602764
103,122,1,1,1673,1B,M,124,0.44741676210380227,326.48456339800236,1707,3B,M,68,0.05311894654610853,139.67079324602764
110,122,20,20,1685,3B,F,63,0.06660308021711393,126.1125822262027,1707,3B,M,68,0.05311894654610853,139.67079324602764
117,122,144,144,1700,3B,F,121,0.09346166615076677,265.44212736971156,1707,3B,M,68,0.05311894654610853,139.67079324602764
1,123,1,1,1426,5B,M,83,0.043271465401921116,55.57971399423536,1708,2B,M,118,0.16221412892189904,256.70033752481845
3,123,1,1,1428,5B,M,82,0.030724865519447416,61.880057653283544,1708,2B,M,118,0.16221412892189904,256.70033752481845
4,123,3,3,1429,5B,F,64,0.038620083106409686,81.36160617371344,1708,2B,M,118,0.16221412892189904,256.70033752481845
6,123,1,1,1431,5B,F,71,0.031528241471431614,92.51742937600609,1708,2B,M,118,0.16221412892189904,256.70033752481845
7,123,2,2,1434,5B,F,94,0.061389972994175326,163.22329818962757,1708,2B,M,118,0.16221412892189904,256.70033752481845
14,123,1,1,1452,5A,M,77,0.05511405069046251,134.66675480493703,1708,2B,M,118,0.16221412892189904,256.70033752481845
17,123,1,1,1458,5A,M,98,0.07271372694951257,296.1147694373235,1708,2B,M,118,0.16221412892189904,256.70033752481845
21,123,1,1,1468,5A,M,84,0.045921799158919335,304.61054774228086,1708,2B,M,118,0.16221412892189904,256.70033752481845
30,123,2,2,1489,5B,F,76,0.03959981146368574,168.2348504027878,1708,2B,M,118,0.16221412892189904,256.70033752481845
33,123,2,2,1498,5A,M,106,0.04925317282021246,412.4266122858271,1708,2B,M,118,0.16221412892189904,256.70033752481845
34,123,1,1,1500,4A,M,82,0.04566228808724654,141.63111132367067,1708,2B,M,118,0.16221412892189904,256.70033752481845
48,123,1,1,1532,4A,M,92,0.06770461667226976,138.71523581466056,1708,2B,M,118,0.16221412892189904,256.70033752481845
55,123,4,4,1549,4A,M,70,0.0445662576830726,66.658286666497375,1708,2B,M,118,0.16221412892189904,256.70033752481845
56,123,6,6,1551,3B,M,134,0.059722436654595375,645.7707111093797,1708,2B,M,118,0.16221412892189904,256.70033752481845
57,123,1,1,1552,3B,F,123,0.07256523480409821,495.651518180023,1708,2B,M,118,0.16221412892189904,256.70033752481845
59,123,2,2,1558,3B,M,101,0.09381697911067091,242.1827791773062,1708,2B,M,118,0.16221412892189904,256.70033752481845
60,123,2,2,1560,3B,F,100,0.05666446207074645,254.78872325699868,1708,2B,M,118,0.16221412892189904,256.70033752481845
63,123,2,2,1564,3B,M,78,0.0370279287679567,101.28888023125393,1708,2B,M,118,0.16221412892189904,256.70033752481845
66,123,30,30,1572,3B,F,106,0.0701025680648404,311.37819578053336,1708,2B,M,118,0.16221412892189904,256.70033752481845
68,123,1,1,1578,5B,M,71,0.020311698314887026,114.1825326056921,1708,2B,M,118,0.16221412892189904,256.70033752481845
69,123,9,9,1579,3B,M,122,0.08345497552058628,405.1225472328129,1708,2B,M,118,0.16221412892189904,256.70033752481845
73,123,19,19,1594,3B,M,97,0.051675604643930145,137.21091047010074,1708,2B,M,118,0.16221412892189904,256.70033752481845
79,123,182,182,1613,2A,M,111,0.22536143881316556,310.6283815348961,1708,2B,M,118,0.16221412892189904,256.70033752481845
81,123,1,1,1617,2A,F,72,0.07747416992326152,112.49279966880955,1708,2B,M,118,0.16221412892189904,256.70033752481845
83,123,15,15,1625,2A,M,104,0.1335711957094993,212.0000185269649,1708,2B,M,118,0.16221412892189904,256.70033752481845
84,123,23,23,1628,2A,M,111,0.15598238383988897,232.93041219494623,1708,2B,M,118,0.16221412892189904,256.70033752481845
88,123,1,1,1641,2A,F,58,0.06681083959629078,34.92940954628816,1708,2B,M,118,0.16221412892189904,256.70033752481845
91,123,2,2,1648,2A,F,70,0.07449019561281459,57.559654172834605,1708,2B,M,118,0.16221412892189904,256.70033752481845
93,123,23,23,1650,Teachers,NA,54,0.046996643316481554,102.50869000369973,1708,2B,M,118,0.16221412892189904,256.70033752481845
95,123,1,1,1656,1B,M,82,0.3344744717975045,173.63291705600153,1708,2B,M,118,0.16221412892189904,256.70033752481845
98,123,2,2,1664,1B,M,85,0.45940829164599184,131.61222101230086,1708,2B,M,118,0.16221412892189904,256.70033752481845
99,123,2,2,1665,1B,M,123,1,390.9779572941824,1708,2B,M,118,0.16221412892189904,256.70033752481845
102,123,1,1,1670,1B,F,57,0.24988527197188584,118.24429072265433,1708,2B,M,118,0.16221412892189904,256.70033752481845
103,123,14,14,1673,1B,M,124,0.44741676210380227,326.48456339800236,1708,2B,M,118,0.16221412892189904,256.70033752481845
104,123,2,2,1674,1B,F,75,0.3312574202335624,91.08310612251604,1708,2B,M,118,0.16221412892189904,256.70033752481845
105,123,2,2,1675,1B,F,104,0.6461281486493063,259.4131364048328,1708,2B,M,118,0.16221412892189904,256.70033752481845
108,123,1,1,1682,1B,F,40,0.3452218463952216,22.96671081014465,1708,2B,M,118,0.16221412892189904,256.70033752481845
109,123,1,1,1684,1B,F,103,0.5260417045339579,209.511159739794,1708,2B,M,118,0.16221412892189904,256.70033752481845
112,123,92,92,1688,1B,M,86,0.5927744264077557,202.23035694961337,1708,2B,M,118,0.16221412892189904,256.70033752481845
115,123,2,2,1697,1B,M,116,0.9040034878035931,193.2803707974795,1708,2B,M,118,0.16221412892189904,256.70033752481845
116,123,1,1,1698,1B,M,99,0.8963007687375386,351.0608082846177,1708,2B,M,118,0.16221412892189904,256.70033752481845
117,123,19,19,1700,3B,F,121,0.09346166615076677,265.44212736971156,1708,2B,M,118,0.16221412892189904,256.70033752481845
118,123,7,7,1702,2B,F,58,0.09294792912842219,106.2881889547248,1708,2B,M,118,0.16221412892189904,256.70033752481845
119,123,18,18,1704,2B,M,95,0.17556311368167601,142.5181211361056,1708,2B,M,118,0.16221412892189904,256.70033752481845
121,123,30,30,1706,2B,F,33,0.12166382612862518,11.072773024673808,1708,2B,M,118,0.16221412892189904,256.70033752481845
122,123,3,3,1707,3B,M,68,0.05311894654610853,139.67079324602764,1708,2B,M,118,0.16221412892189904,256.70033752481845
2,124,1,1,1427,5B,F,47,0.022644310980042968,60.74398589440715,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
3,124,1,1,1428,5B,M,82,0.030724865519447416,61.880057653283544,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
12,124,1,1,1443,5B,F,96,0.04913317503857255,200.48925709830635,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
13,124,1,1,1451,5A,F,53,0.02268853247504193,121.33308818512398,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
24,124,1,1,1477,5A,M,98,0.04200824872595394,401.5998716488731,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
43,124,4,4,1521,Teachers,NA,40,0.004629679767698389,21.078280998418045,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
55,124,1,1,1549,4A,M,70,0.0445662576830726,66.658286666497375,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
56,124,9,9,1551,3B,M,134,0.059722436654595375,645.7707111093797,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
57,124,12,12,1552,3B,F,123,0.07256523480409821,495.651518180023,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
58,124,12,12,1555,3B,F,68,0.05514770297994928,134.8556107441021,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
59,124,5,5,1558,3B,M,101,0.09381697911067091,242.1827791773062,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
60,124,9,9,1560,3B,F,100,0.05666446207074645,254.78872325699868,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
61,124,12,12,1562,3B,F,58,0.039161520671399754,92.84882391364047,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
63,124,2,2,1564,3B,M,78,0.0370279287679567,101.28888023125393,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
64,124,119,119,1567,3B,M,86,0.046644467582306406,107.05098042926568,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
65,124,16,16,1570,3B,F,51,0.021211102108337,57.73702723910333,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
66,124,10,10,1572,3B,F,106,0.0701025680648404,311.37819578053336,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
67,124,21,21,1574,3B,F,63,0.056815369244679594,139.6050567464097,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
69,124,6,6,1579,3B,M,122,0.08345497552058628,405.1225472328129,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
70,124,10,10,1580,3B,M,44,0.03841290115936279,59.66680346831521,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
73,124,15,15,1594,3B,M,97,0.051675604643930145,137.21091047010074,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
85,124,1,1,1630,4B,M,63,0.004902522462070589,248.1196774248347,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
93,124,10,10,1650,Teachers,NA,54,0.046996643316481554,102.50869000369973,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
101,124,3,3,1668,Teachers,NA,49,0.017888800084453226,41.23363517632067,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
109,124,1,1,1684,1B,F,103,0.5260417045339579,209.511159739794,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
110,124,7,7,1685,3B,F,63,0.06660308021711393,126.1125822262027,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
114,124,1,1,1696,1B,F,79,0.4229833885480108,145.53399436579048,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
115,124,1,1,1697,1B,M,116,0.9040034878035931,193.2803707974795,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
117,124,17,17,1700,3B,F,121,0.09346166615076677,265.44212736971156,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
122,124,15,15,1707,3B,M,68,0.05311894654610853,139.67079324602764,1709,Teachers,NA,59,0.0172303432966096,47.698031967512826
9,125,1,1,1437,5B,F,95,0.1397362174672802,154.2793403471961,1710,2B,M,46,0.025908436149893906,18.201726812854155
49,125,1,1,1533,4A,M,96,0.1042430343200217,92.24789152027047,1710,2B,M,46,0.025908436149893906,18.201726812854155
59,125,9,9,1558,3B,M,101,0.09381697911067091,242.1827791773062,1710,2B,M,46,0.025908436149893906,18.201726812854155
69,125,2,2,1579,3B,M,122,0.08345497552058628,405.1225472328129,1710,2B,M,46,0.025908436149893906,18.201726812854155
73,125,1,1,1594,3B,M,97,0.051675604643930145,137.21091047010074,1710,2B,M,46,0.025908436149893906,18.201726812854155
79,125,12,12,1613,2A,M,111,0.22536143881316556,310.6283815348961,1710,2B,M,46,0.025908436149893906,18.201726812854155
83,125,3,3,1625,2A,M,104,0.1335711957094993,212.0000185269649,1710,2B,M,46,0.025908436149893906,18.201726812854155
84,125,10,10,1628,2A,M,111,0.15598238383988897,232.93041219494623,1710,2B,M,46,0.025908436149893906,18.201726812854155
93,125,6,6,1650,Teachers,NA,54,0.046996643316481554,102.50869000369973,1710,2B,M,46,0.025908436149893906,18.201726812854155
103,125,3,3,1673,1B,M,124,0.44741676210380227,326.48456339800236,1710,2B,M,46,0.025908436149893906,18.201726812854155
104,125,3,3,1674,1B,F,75,0.3312574202335624,91.08310612251604,1710,2B,M,46,0.025908436149893906,18.201726812854155
114,125,1,1,1696,1B,F,79,0.4229833885480108,145.53399436579048,1710,2B,M,46,0.025908436149893906,18.201726812854155
118,125,2,2,1702,2B,F,58,0.09294792912842219,106.2881889547248,1710,2B,M,46,0.025908436149893906,18.201726812854155
119,125,4,4,1704,2B,M,95,0.17556311368167601,142.5181211361056,1710,2B,M,46,0.025908436149893906,18.201726812854155
121,125,4,4,1706,2B,F,33,0.12166382612862518,11.072773024673808,1710,2B,M,46,0.025908436149893906,18.201726812854155
123,125,20,20,1708,2B,M,118,0.16221412892189904,256.70033752481845,1710,2B,M,46,0.025908436149893906,18.201726812854155
4,126,1,1,1429,5B,F,64,0.038620083106409686,81.36160617371344,1711,1A,F,86,0.07787895012458947,207.72791024407562
6,126,3,3,1431,5B,F,71,0.031528241471431614,92.51742937600609,1711,1A,F,86,0.07787895012458947,207.72791024407562
12,126,1,1,1443,5B,F,96,0.04913317503857255,200.48925709830635,1711,1A,F,86,0.07787895012458947,207.72791024407562
15,126,1,1,1453,5A,F,57,0.027710716052961888,91.81992073270504,1711,1A,F,86,0.07787895012458947,207.72791024407562
16,126,4,4,1457,5A,F,111,0.08579374349009913,228.77999073509542,1711,1A,F,86,0.07787895012458947,207.72791024407562
20,126,2,2,1465,5B,F,61,0.03739761545844901,355.55180636212145,1711,1A,F,86,0.07787895012458947,207.72791024407562
22,126,2,2,1471,5B,M,53,0.01764430645432262,34.556027343847134,1711,1A,F,86,0.07787895012458947,207.72791024407562
26,126,3,3,1480,5B,F,95,0.04261120816502878,300.2829992701474,1711,1A,F,86,0.07787895012458947,207.72791024407562
30,126,1,1,1489,5B,F,76,0.03959981146368574,168.2348504027878,1711,1A,F,86,0.07787895012458947,207.72791024407562
34,126,1,1,1500,4A,M,82,0.04566228808724654,141.63111132367067,1711,1A,F,86,0.07787895012458947,207.72791024407562
41,126,2,2,1519,4A,F,41,0.013214875079206873,54.228625808675844,1711,1A,F,86,0.07787895012458947,207.72791024407562
53,126,1,1,1546,4A,F,59,0.03575087612780216,46.69774297588602,1711,1A,F,86,0.07787895012458947,207.72791024407562
60,126,1,1,1560,3B,F,100,0.05666446207074645,254.78872325699868,1711,1A,F,86,0.07787895012458947,207.72791024407562
62,126,1,1,1563,5B,F,97,0.1290713347535413,259.0272039463917,1711,1A,F,86,0.07787895012458947,207.72791024407562
67,126,1,1,1574,3B,F,63,0.056815369244679594,139.6050567464097,1711,1A,F,86,0.07787895012458947,207.72791024407562
68,126,1,1,1578,5B,M,71,0.020311698314887026,114.1825326056921,1711,1A,F,86,0.07787895012458947,207.72791024407562
69,126,1,1,1579,3B,M,122,0.08345497552058628,405.1225472328129,1711,1A,F,86,0.07787895012458947,207.72791024407562
75,126,1,1,1603,2A,F,32,0.03262395561171237,18.732119204680536,1711,1A,F,86,0.07787895012458947,207.72791024407562
76,126,38,38,1604,2A,F,56,0.042387601476105305,94.9287400699885,1711,1A,F,86,0.07787895012458947,207.72791024407562
80,126,2,2,1616,2A,F,38,0.027987528058838335,29.213131932534942,1711,1A,F,86,0.07787895012458947,207.72791024407562
84,126,3,3,1628,2A,M,111,0.15598238383988897,232.93041219494623,1711,1A,F,86,0.07787895012458947,207.72791024407562
